path,line,table,context
billing_reconciliation_report.py,36,sqlite_master,"cur.execute(""SELECT name FROM sqlite_master WHERE type='table' AND name=?"", (table_name,))"
billing_reconciliation_report.py,61,charges,"def load_charges(cur, charges_table, period_code):"
billing_reconciliation_report.py,62,charges,if not charges_table:
billing_reconciliation_report.py,65,charges,"columns = table_columns(cur, charges_table)"
billing_reconciliation_report.py,78,charges,FROM {charges_table} c
billing_reconciliation_report.py,79,vehicles,LEFT JOIN vehicles v ON v.id = c.vehicle_id
billing_reconciliation_report.py,92,payments,"def load_payments(cur, payments_table, period_code):"
billing_reconciliation_report.py,93,payments,if not payments_table:
billing_reconciliation_report.py,96,payments,"columns = table_columns(cur, payments_table)"
billing_reconciliation_report.py,126,payments,FROM {payments_table} p
billing_reconciliation_report.py,127,vehicles,LEFT JOIN vehicles v ON v.id = {vehicle_expr}
billing_reconciliation_report.py,155,charges,"charges_table = pick_table(cur, ""charges"", ""service_charges"")"
billing_reconciliation_report.py,156,payments,"payments_table = pick_table(cur, ""payments"", ""service_payments"")"
billing_reconciliation_report.py,157,payment_allocations,"allocations_table = pick_table(cur, ""payment_allocations"", ""service_payment_allocations"")"
billing_reconciliation_report.py,159,charges,"charges = load_charges(cur, charges_table, period_code)"
billing_reconciliation_report.py,160,payments,"payments = load_payments(cur, payments_table, period_code)"
billing_reconciliation_report.py,175,charges,unpaid_charges = []
billing_reconciliation_report.py,176,charges,overallocated_charges = []
billing_reconciliation_report.py,178,payments,payments_without_charge = []
billing_reconciliation_report.py,179,payments,unknown_payments = []
billing_reconciliation_report.py,180,payments,payments_to_empty_apartment = []
billing_reconciliation_report.py,181,payments,apartment_level_payments = []
billing_reconciliation_report.py,183,charges,for c in charges:
billing_reconciliation_report.py,194,charges,overallocated_charges.append(item)
billing_reconciliation_report.py,198,charges,unpaid_charges.append(item)
billing_reconciliation_report.py,200,payments,for p in payments:
billing_reconciliation_report.py,216,payments,unknown_payments.append(item)
billing_reconciliation_report.py,218,payments,payments_to_empty_apartment.append(item)
billing_reconciliation_report.py,220,payments,apartment_level_payments.append(item)
billing_reconciliation_report.py,222,payments,payments_without_charge.append(item)
billing_reconciliation_report.py,225,charges,"""charges_table"": charges_table,"
billing_reconciliation_report.py,226,payments,"""payments_table"": payments_table,"
billing_reconciliation_report.py,228,charges,"""charges"": charges,"
billing_reconciliation_report.py,229,payments,"""payments"": payments,"
billing_reconciliation_report.py,233,charges,"""unpaid_charges"": unpaid_charges,"
billing_reconciliation_report.py,234,charges,"""overallocated_charges"": overallocated_charges,"
billing_reconciliation_report.py,235,payments,"""payments_without_charge"": payments_without_charge,"
billing_reconciliation_report.py,236,payments,"""unknown_payments"": unknown_payments,"
billing_reconciliation_report.py,237,payments,"""payments_to_empty_apartment"": payments_to_empty_apartment,"
billing_reconciliation_report.py,238,payments,"""apartment_level_payments"": apartment_level_payments,"
billing_reconciliation_report.py,287,charges,"total_charges = sum(float(c[""amount""] or 0) for c in data[""charges""])"
billing_reconciliation_report.py,288,payments,"total_payments = sum(float(p[""amount""] or 0) for p in data[""payments""])"
billing_reconciliation_report.py,294,payments,"data[""payments_without_charge""],"
billing_reconciliation_report.py,295,payments,"data[""unknown_payments""],"
billing_reconciliation_report.py,296,payments,"data[""payments_to_empty_apartment""],"
billing_reconciliation_report.py,297,payments,"data[""apartment_level_payments""],"
billing_reconciliation_report.py,309,charges,"lines.append(f""Charges    : {data['charges_table']}"")"
billing_reconciliation_report.py,310,payments,"lines.append(f""Payments   : {data['payments_table']}"")"
billing_reconciliation_report.py,317,charges,"lines.append(f""Charges count              : {len(data['charges'])}"")"
billing_reconciliation_report.py,318,payments,"lines.append(f""Payments count             : {len(data['payments'])}"")"
billing_reconciliation_report.py,320,charges,"lines.append(f""Charges total              : {money(total_charges)}"")"
billing_reconciliation_report.py,321,payments,"lines.append(f""Payments total             : {money(total_payments)}"")"
billing_reconciliation_report.py,325,charges,"lines.append(f""Fully matched charges      : {len(data['fully_matched'])}"")"
billing_reconciliation_report.py,326,charges,"lines.append(f""Partially paid charges     : {len(data['partially_paid'])}"")"
billing_reconciliation_report.py,327,charges,"lines.append(f""Unpaid charges             : {len(data['unpaid_charges'])}"")"
billing_reconciliation_report.py,328,charges,"lines.append(f""Overallocated charges      : {len(data['overallocated_charges'])}"")"
billing_reconciliation_report.py,329,payments,"lines.append(f""Payments without charge    : {len(data['payments_without_charge'])}"")"
billing_reconciliation_report.py,330,payments,"lines.append(f""Apartment-level payments   : {len(data['apartment_level_payments'])}"")"
billing_reconciliation_report.py,331,payments,"lines.append(f""Unknown payments           : {len(data['unknown_payments'])}"")"
billing_reconciliation_report.py,332,payments,"lines.append(f""Empty apartment payments   : {len(data['payments_to_empty_apartment'])}"")"
billing_reconciliation_report.py,335,charges,"write_section(lines, ""1. FULLY_MATCHED_CHARGES — начисление полностью закрыто оплатой"", data[""fully_matched""], format_charge_line)"
billing_reconciliation_report.py,336,charges,"write_section(lines, ""2. PARTIALLY_PAID_CHARGES — частично оплачено"", data[""partially_paid""], format_charge_line)"
billing_reconciliation_report.py,337,charges,"write_section(lines, ""3. UNPAID_CHARGES — начисления без оплаты"", data[""unpaid_charges""], format_charge_line)"
billing_reconciliation_report.py,338,charges,"write_section(lines, ""4. OVERALLOCATED_CHARGES — к начислению привязано больше, чем начислено"", data[""overallocated_charges""], format_charge_line)"
billing_reconciliation_report.py,339,payments,"write_section(lines, ""5. PAYMENTS_WITHOUT_CHARGE — есть авто/квартира, но нет подходящего начисления"", data[""payments_without_charge""], format_payment_line)"
billing_reconciliation_report.py,340,payments,"write_section(lines, ""6. APARTMENT_LEVEL_PAYMENTS — оплата на квартиру без конкретного авто"", data[""apartment_level_payments""], format_payment_line)"
billing_reconciliation_report.py,341,payments,"write_section(lines, ""7. UNKNOWN_PAYMENTS — платежи без квартиры и без найденного авто"", data[""unknown_payments""], format_payment_line)"
billing_reconciliation_report.py,342,payments,"write_section(lines, ""8. EMPTY_APARTMENT_PAYMENTS — платежи с пустой квартирой, но с vehicle_id"", data[""payments_to_empty_apartment""], format_payment_line)"
billing_reconciliation_report.py,347,payments,"lines.append(""UNKNOWN_PAYMENTS: искать номер/плательщика и привязывать к квартире/авто."")"
billing_reconciliation_report.py,348,payments,"lines.append(""APARTMENT_LEVEL_PAYMENTS: проверить, можно ли распределить на начисления квартиры."")"
billing_reconciliation_report.py,349,payments,"lines.append(""PAYMENTS_WITHOUT_CHARGE: вероятно, создать недостающее начисление или сменить тип услуги."")"
billing_reconciliation_report.py,350,charges,"lines.append(""PARTIALLY_PAID_CHARGES: это реальные частичные оплаты или старые тарифы."")"
billing_reconciliation_report.py,351,charges,"lines.append(""OVERALLOCATED_CHARGES: проверить переплату или ошибочное распределение."")"
billing_reconciliation_report.py,384,charges,"print(""Unpaid charges:"", len(data[""unpaid_charges""]))"
billing_reconciliation_report.py,385,payments,"print(""Payments without charge:"", len(data[""payments_without_charge""]))"
billing_reconciliation_report.py,386,payments,"print(""Apartment-level payments:"", len(data[""apartment_level_payments""]))"
billing_reconciliation_report.py,387,payments,"print(""Unknown payments:"", len(data[""unknown_payments""]))"
billing_statement_excel.py,1,pathlib,from pathlib import Path
billing_statement_excel.py,5,datetime,from datetime import datetime
billing_statement_excel.py,6,collections,from collections import defaultdict
billing_statement_excel.py,8,openpyxl,from openpyxl import Workbook
billing_statement_excel.py,9,openpyxl,"from openpyxl.styles import Font, PatternFill, Border, Side, Alignment"
billing_statement_excel.py,10,openpyxl,from openpyxl.utils import get_column_letter
billing_statement_excel.py,11,openpyxl,"from openpyxl.worksheet.table import Table, TableStyleInfo"
billing_statement_excel.py,11,import,"from openpyxl.worksheet.table import Table, TableStyleInfo"
billing_statement_excel.py,19,config,"from config import paths, USE_TEST_DB"
billing_statement_excel.py,40,sqlite_master,"""SELECT name FROM sqlite_master WHERE type='table' AND name=?"","
billing_statement_excel.py,74,charges,"def load_charges(cur, period_code):"
billing_statement_excel.py,75,charges,"charges_table = pick_table(cur, ""charges"", ""service_charges"")"
billing_statement_excel.py,76,charges,if not charges_table:
billing_statement_excel.py,79,charges,"cols = table_columns(cur, charges_table)"
billing_statement_excel.py,95,charges,FROM {charges_table} c
billing_statement_excel.py,96,vehicles,LEFT JOIN vehicles v ON v.id = c.vehicle_id
billing_statement_excel.py,109,payments,"def load_payments(cur, period_code):"
billing_statement_excel.py,110,payments,"payments_table = pick_table(cur, ""payments"", ""service_payments"")"
billing_statement_excel.py,111,payments,if not payments_table:
billing_statement_excel.py,114,payments,"cols = table_columns(cur, payments_table)"
billing_statement_excel.py,134,payments,FROM {payments_table} p
billing_statement_excel.py,135,vehicles,LEFT JOIN vehicles v ON v.id = {expr('vehicle_id')}
billing_statement_excel.py,144,payment_allocations,"allocations_table = pick_table(cur, ""payment_allocations"", ""service_payment_allocations"")"
billing_statement_excel.py,160,vehicles,def load_vehicles_without_tariff(cur):
billing_statement_excel.py,161,vehicles,"if not table_exists(cur, ""vehicles""):"
billing_statement_excel.py,171,vehicles,FROM vehicles v
billing_statement_excel.py,172,apartments,JOIN apartments a ON a.id = v.apartment_id
billing_statement_excel.py,183,charges,"charges = load_charges(cur, period_code)"
billing_statement_excel.py,184,payments,"payments = load_payments(cur, period_code)"
billing_statement_excel.py,186,vehicles,no_tariff = load_vehicles_without_tariff(cur)
billing_statement_excel.py,206,charges,"""charges"": [],"
billing_statement_excel.py,207,payments,"""payments"": [],"
billing_statement_excel.py,211,charges,for ch in charges:
billing_statement_excel.py,223,charges,"item[""charges""].append(row)"
billing_statement_excel.py,225,payments,for p in payments:
billing_statement_excel.py,237,payments,"item[""payments""].append(row)"
billing_statement_excel.py,243,charges,"""charges"": charges,"
billing_statement_excel.py,244,payments,"""payments"": payments,"
billing_statement_excel.py,327,charges,charges_text = []
billing_statement_excel.py,328,charges,"for ch in item[""charges""]:"
billing_statement_excel.py,329,charges,charges_text.append(
billing_statement_excel.py,334,payments,payments_text = []
billing_statement_excel.py,335,payments,"for p in item[""payments""]:"
billing_statement_excel.py,336,payments,payments_text.append(
billing_statement_excel.py,349,charges,"""\n"".join(charges_text),"
billing_statement_excel.py,350,payments,"""\n"".join(payments_text),"
billing_statement_excel.py,372,charges,"for ch in item[""charges""]"
billing_statement_excel.py,378,payments,# Overpayments
billing_statement_excel.py,393,payments,"add_table(ws, ""Overpayments"")"
billing_statement_excel.py,396,charges,# Charges details
billing_statement_excel.py,402,charges,"for ch in data[""charges""]:"
billing_statement_excel.py,407,charges,"for ch2 in item[""charges""]:"
billing_statement_excel.py,422,charges,"add_table(ws, ""Charges"")"
billing_statement_excel.py,425,payments,# Payments details
billing_statement_excel.py,432,payments,"for p in data[""payments""]:"
billing_statement_excel.py,436,payments,"for p2 in item[""payments""]:"
billing_statement_excel.py,454,payments,"add_table(ws, ""Payments"")"
billing_statement_excel.py,457,payments,# Unallocated payments
billing_statement_excel.py,463,payments,"for p in item[""payments""]:"
billing_statement_excel.py,476,payments,"add_table(ws, ""UnallocatedPayments"")"
billing_statement_excel.py,479,vehicles,# Vehicles without tariff
billing_statement_excel.py,500,apartments,"ws.append([""Apartments in statement"", len(data[""by_apt""])])"
billing_statement_excel.py,501,charges,"ws.append([""Charges total"", money(sum(float(ch[""amount""] or 0) for ch in data[""charges""]))])"
billing_statement_excel.py,502,payments,"ws.append([""Payments total"", money(sum(float(p[""amount""] or 0) for p in data[""payments""]))])"
billing_statement_excel.py,503,vehicles,"ws.append([""Vehicles without tariff"", len(data[""no_tariff""])])"
billing_statement_excel.py,511,payments,"description=""Excel billing statement: charges, payments, balances, work queues."""
billing_statement_excel.py,511,charges,"description=""Excel billing statement: charges, payments, balances, work queues."""
billing_statement_excel.py,530,charges,"total_charges = sum(float(ch[""amount""] or 0) for ch in data[""charges""])"
billing_statement_excel.py,531,payments,"total_payments = sum(float(p[""amount""] or 0) for p in data[""payments""])"
